,0
34156,11731
34157,11737
34158,11732
34159,11728
34160,11730
34161,11725
34162,11712
34163,11733
34164,11715
34165,11726
34166,11735
34167,11712
34168,11718
34169,11711
34170,11728
34171,11707
34172,11735
34173,11718
34174,11723
34175,11716
34176,11729
34177,11711
34178,11730
34179,11732
34180,11732
34181,11726
34182,11727
34183,11726
34184,11707
34185,11733
34186,11724
34187,11738
34188,11706
34189,11715
34190,11732
34191,11733
34192,11723
34193,11736
34194,11740
34195,11735
34196,11729
34197,11726
34198,11725
34199,11715
34200,11728
34201,11721
34202,11725
34203,11735
34204,11730
34205,11727
34206,11724
34207,11716
34208,11729
34209,11731
34210,11727
34211,11712
34212,11726
34213,11731
34214,11713
34215,11717
34216,11716
34217,11715
34218,11709
34219,11721
34220,11708
34221,11705
34222,11731
34223,11721
34224,11725
34225,11721
34226,11718
34227,11727
34228,11711
34229,11725
34230,11738
34231,11716
34232,11710
34233,11726
34234,11717
34235,11727
34236,11731
34237,11718
34238,11729
34239,11729
34240,11708
34241,11712
34242,11724
34243,11713
34244,11711
34245,11714
34246,11720
34247,11714
34248,11722
34249,11711
34250,11725
34251,11727
34252,11718
34253,11730
34254,11722
34255,11712
34256,11711
34257,11723
34258,11716
34259,11718
34260,11736
34261,11716
34262,11723
34263,11723
34264,11722
34265,11718
34266,11703
34267,11713
34268,11736
34269,11716
34270,11728
34271,11721
34272,11723
34273,11715
34274,11727
34275,11738
34276,11710
34277,11727
34278,11724
34279,11721
34280,11735
34281,11721
34282,11730
34283,11717
34284,11714
34285,11731
34286,11722
34287,11727
34288,11728
34289,11732
34290,11719
34291,11738
34292,11724
34293,11720
34294,11721
34295,11746
34296,11723
34297,11736
34298,11728
34299,11720
34300,11725
34301,11711
34302,11711
34303,11735
34304,11717
34305,11722
34306,11718
34307,11711
34308,11731
34309,11709
34310,11724
34311,11723
34312,11732
34313,11723
34314,11724
34315,11702
34316,11731
34317,11721
34318,11729
34319,11731
34320,11731
34321,11733
34322,11748
34323,11735
34324,11730
34325,11717
34326,11728
34327,11709
34328,11722
34329,11729
34330,11727
34331,11727
34332,11719
34333,11743
34334,11707
34335,11735
34336,11731
34337,11740
34338,11728
34339,11741
34340,11724
34341,11730
34342,11727
34343,11719
34344,11727
34345,11714
34346,11725
34347,11722
34348,11729
34349,11726
34350,11727
34351,11723
34352,11733
34353,11727
34354,11729
34355,11744
34356,11738
34357,11732
34358,11748
34359,11719
34360,11724
34361,11724
34362,11727
34363,11725
34364,11746
34365,11727
34366,11712
34367,11729
34368,11730
34369,11744
34370,11735
34371,11728
34372,11727
34373,11718
34374,11731
34375,11722
34376,11738
34377,11720
34378,11736
34379,11736
34380,11730
34381,11722
34382,11731
34383,11743
34384,11733
34385,11735
34386,11732
34387,11734
34388,11732
34389,11738
34390,11723
34391,11748
34392,11734
34393,11742
34394,11727
34395,11730
34396,11733
34397,11739
34398,11732
34399,11737
34400,11737
34401,11720
34402,11714
34403,11735
34404,11728
34405,11738
34406,11738
34407,11753
34408,11736
34409,11745
34410,11731
34411,11744
34412,11740
34413,11746
34414,11742
34415,11735
34416,11736
34417,11745
34418,11734
34419,11737
34420,11737
34421,11737
34422,11733
34423,11737
34424,11737
34425,11739
34426,11748
34427,11755
34428,11737
34429,11741
34430,11730
34431,11741
34432,11757
34433,11738
34434,11733
34435,11739
34436,11738
34437,11745
34438,11736
34439,11723
34440,11747
34441,11728
34442,11750
34443,11746
34444,11738
34445,11732
34446,11750
34447,11749
34448,11735
34449,11748
34450,11748
34451,11748
34452,11729
34453,11745
34454,11761
34455,11749
34456,11744
34457,11747
34458,11744
34459,11736
34460,11756
34461,11763
34462,11747
34463,11758
34464,11732
34465,11746
34466,11740
34467,11757
34468,11762
34469,11757
34470,11752
34471,11762
34472,11737
34473,11766
34474,11740
34475,11752
34476,11757
34477,11744
34478,11734
34479,11742
34480,11762
34481,11737
34482,11748
34483,11747
34484,11737
34485,11755
34486,11747
34487,11742
34488,11745
34489,11757
34490,11756
34491,11755
34492,11745
34493,11748
34494,11749
34495,11762
34496,11750
34497,11757
34498,11763
34499,11752
34500,11759
34501,11745
34502,11749
34503,11748
34504,11757
34505,11744
34506,11756
34507,11743
34508,11742
34509,11758
34510,11753
34511,11755
34512,11759
34513,11764
34514,11725
34515,11751
34516,11769
34517,11754
34518,11759
34519,11744
34520,11765
34521,11759
34522,11759
34523,11751
34524,11771
34525,11750
34526,11764
34527,11765
34528,11751
34529,11752
34530,11762
34531,11754
34532,11774
34533,11742
34534,11750
34535,11748
34536,11751
34537,11733
34538,11766
34539,11735
34540,11766
34541,11746
34542,11743
34543,11746
34544,11742
34545,11750
34546,11752
34547,11739
34548,11742
34549,11739
34550,11756
34551,11747
34552,11749
34553,11749
34554,11757
34555,11752
34556,11734
34557,11751
34558,11734
34559,11736
34560,11724
34561,11744
34562,11744
34563,11739
34564,11739
34565,11736
34566,11758
34567,11741
34568,11724
34569,11745
34570,11734
34571,11727
34572,11750
34573,11739
34574,11719
34575,11735
34576,11758
34577,11740
34578,11731
34579,11717
34580,11718
34581,11744
34582,11727
34583,11727
34584,11732
34585,11732
34586,11733
34587,11726
34588,11740
34589,11739
34590,11731
34591,11730
34592,11741
34593,11733
34594,11733
34595,11729
34596,11724
34597,11730
34598,11733
34599,11733
34600,11715
34601,11735
34602,11733
34603,11733
34604,11726
34605,11725
34606,11727
34607,11726
34608,11725
34609,11728
34610,11723
34611,11734
34612,11722
34613,11741
34614,11743
34615,11735
34616,11721
34617,11734
34618,11733
34619,11723
34620,11724
34621,11717
34622,11732
34623,11731
34624,11722
34625,11720
34626,11710
34627,11723
34628,11717
34629,11727
34630,11723
34631,11720
34632,11718
34633,11731
34634,11743
34635,11737
34636,11719
34637,11718
34638,11724
34639,11739
34640,11738
34641,11724
34642,11730
34643,11727
34644,11726
34645,11720
34646,11744
34647,11737
34648,11721
34649,11731
34650,11725
34651,11735
34652,11728
34653,11725
34654,11741
34655,11732
34656,11710
34657,11719
34658,11719
34659,11733
34660,11724
34661,11719
34662,11724
34663,11727
34664,11729
34665,11738
34666,11742
34667,11728
34668,11731
34669,11737
34670,11735
34671,11713
34672,11732
34673,11728
34674,11717
34675,11725
34676,11733
34677,11731
34678,11732
34679,11729
34680,11706
34681,11736
34682,11727
34683,11732
34684,11723
34685,11720
34686,11728
34687,11719
34688,11723
34689,11740
34690,11718
34691,11728
34692,11713
34693,11733
34694,11719
34695,11713
34696,11729
34697,11729
34698,11724
34699,11715
34700,11726
34701,11735
34702,11728
34703,11725
34704,11712
34705,11731
34706,11732
34707,11730
34708,11730
34709,11715
34710,11736
34711,11723
34712,11731
34713,11728
34714,11735
34715,11726
34716,11745
34717,11723
34718,11727
34719,11726
34720,11748
34721,11737
34722,11719
34723,11741
34724,11733
34725,11732
34726,11720
34727,11739
34728,11727
34729,11742
34730,11734
34731,11732
34732,11751
34733,11727
34734,11712
34735,11715
34736,11716
34737,11734
34738,11757
34739,11740
34740,11727
34741,11717
34742,11729
34743,11755
34744,11753
34745,11742
34746,11727
34747,11744
34748,11742
34749,11717
34750,11744
34751,11731
34752,11729
34753,11742
34754,11737
34755,11712
34756,11757
34757,11744
34758,11742
34759,11741
34760,11720
34761,11729
34762,11736
34763,11720
34764,11718
34765,11739
34766,11743
34767,11750
34768,11734
34769,11734
34770,11744
34771,11726
34772,11736
34773,11754
34774,11735
34775,11741
34776,11732
34777,11723
34778,11753
34779,11741
34780,11743
34781,11732
34782,11736
34783,11720
34784,11752
34785,11740
34786,11730
34787,11739
34788,11740
34789,11734
34790,11738
34791,11713
34792,11741
34793,11738
34794,11742
34795,11737
34796,11717
34797,11732
34798,11729
34799,11740
34800,11738
34801,11746
34802,11729
34803,11753
34804,11734
34805,11726
34806,11735
34807,11721
34808,11746
34809,11739
34810,11733
34811,11726
34812,11726
34813,11737
34814,11730
34815,11735
34816,11765
34817,11738
34818,11747
34819,11723
34820,11731
34821,11741
34822,11743
34823,11730
34824,11731
34825,11740
34826,11739
34827,11750
34828,11744
34829,11753
34830,11736
34831,11739
34832,11748
34833,11737
34834,11731
34835,11741
34836,11763
34837,11730
34838,11743
34839,11736
34840,11752
34841,11754
34842,11732
34843,11751
34844,11711
34845,11750
34846,11746
34847,11746
34848,11739
34849,11743
34850,11756
34851,11741
34852,11744
34853,11742
34854,11740
34855,11749
34856,11754
34857,11745
34858,11748
34859,11741
34860,11742
34861,11735
34862,11744
34863,11746
34864,11755
34865,11745
34866,11752
34867,11738
34868,11735
34869,11743
34870,11734
34871,11751
34872,11756
34873,11737
34874,11745
34875,11746
34876,11758
34877,11753
34878,11759
34879,11753
34880,11749
34881,11756
34882,11751
34883,11745
34884,11756
34885,11757
34886,11739
34887,11768
34888,11750
34889,11765
34890,11752
34891,11745
34892,11755
34893,11757
34894,11760
34895,11763
34896,11762
34897,11755
34898,11752
34899,11757
34900,11753
34901,11759
34902,11740
34903,11766
34904,11763
34905,11744
34906,11744
34907,11758
34908,11752
34909,11765
34910,11767
34911,11768
34912,11765
34913,11772
34914,11761
34915,11758
34916,11762
34917,11767
34918,11759
34919,11759
34920,11761
34921,11769
34922,11761
34923,11759
34924,11758
34925,11766
34926,11769
34927,11767
34928,11754
34929,11777
34930,11749
34931,11764
34932,11764
34933,11775
34934,11760
34935,11766
34936,11758
34937,11753
34938,11765
34939,11773
34940,11762
34941,11757
34942,11762
34943,11746
34944,11763
34945,11754
34946,11749
34947,11774
34948,11774
34949,11764
34950,11783
34951,11759
34952,11762
34953,11777
34954,11756
34955,11779
34956,11786
34957,11754
34958,11757
34959,11766
34960,11776
34961,11767
34962,11775
34963,11755
34964,11767
34965,11761
34966,11762
34967,11765
34968,11767
34969,11782
34970,11754
34971,11772
34972,11766
34973,11780
34974,11770
34975,11775
34976,11773
34977,11778
34978,11774
34979,11768
34980,11776
34981,11776
34982,11770
34983,11765
34984,11779
34985,11768
34986,11773
34987,11775
34988,11759
34989,11764
34990,11770
34991,11789
34992,11788
34993,11781
34994,11760
34995,11781
34996,11771
34997,11765
34998,11783
34999,11770
35000,11760
35001,11770
35002,11763
35003,11757
35004,11770
35005,11783
35006,11759
35007,11765
35008,11760
35009,11761
35010,11761
35011,11757
35012,11752
35013,11762
35014,11759
35015,11757
35016,11755
35017,11755
35018,11753
35019,11760
35020,11755
35021,11764
35022,11755
35023,11762
35024,11759
35025,11758
35026,11760
35027,11759
35028,11764
35029,11760
35030,11769
35031,11750
35032,11758
35033,11756
35034,11757
35035,11753
35036,11764
35037,11752
35038,11736
35039,11749
35040,11746
35041,11762
35042,11746
35043,11762
35044,11757
35045,11751
35046,11744
35047,11758
35048,11733
35049,11755
35050,11749
35051,11739
35052,11753
35053,11754
35054,11743
35055,11743
35056,11744
35057,11738
35058,11747
35059,11741
35060,11765
35061,11742
35062,11761
35063,11751
35064,11760
35065,11756
35066,11744
35067,11758
35068,11760
35069,11766
35070,11747
35071,11744
35072,11758
35073,11736
35074,11751
35075,11754
35076,11748
35077,11753
35078,11748
35079,11754
35080,11750
35081,11748
35082,11754
35083,11749
35084,11749
35085,11770
35086,11739
35087,11743
35088,11744
35089,11752
35090,11754
35091,11764
35092,11761
35093,11754
35094,11746
35095,11744
35096,11760
35097,11740
35098,11760
35099,11754
35100,11753
35101,11766
35102,11761
35103,11744
35104,11759
35105,11737
35106,11735
35107,11749
35108,11767
35109,11756
35110,11747
35111,11757
35112,11750
35113,11747
35114,11752
35115,11765
35116,11758
35117,11750
35118,11753
35119,11759
35120,11755
35121,11760
35122,11747
35123,11756
35124,11758
35125,11758
35126,11751
35127,11739
35128,11744
35129,11766
35130,11760
35131,11757
35132,11753
35133,11754
35134,11755
35135,11763
35136,11754
35137,11752
35138,11756
35139,11756
35140,11740
35141,11768
35142,11752
35143,11761
35144,11757
35145,11758
35146,11769
35147,11755
35148,11765
35149,11744
35150,11759
35151,11764
35152,11769
35153,11751
35154,11759
35155,11756
35156,11766
35157,11767
35158,11758
35159,11756
35160,11743
35161,11765
35162,11763
35163,11745
35164,11758
35165,11773
35166,11754
35167,11764
35168,11745
35169,11766
35170,11752
35171,11770
35172,11746
35173,11755
35174,11771
35175,11751
35176,11748
35177,11752
35178,11763
35179,11752
35180,11765
35181,11759
35182,11749
35183,11740
35184,11750
35185,11759
35186,11757
35187,11773
35188,11754
35189,11753
35190,11755
35191,11766
35192,11761
35193,11753
35194,11772
35195,11752
35196,11768
35197,11762
35198,11761
35199,11769
35200,11761
35201,11790
35202,11764
35203,11765
35204,11782
35205,11764
35206,11756
35207,11764
35208,11772
35209,11756
35210,11768
35211,11766
35212,11758
35213,11766
35214,11765
35215,11762
35216,11763
35217,11786
35218,11759
35219,11766
35220,11766
35221,11777
35222,11767
35223,11773
35224,11762
35225,11757
35226,11776
35227,11757
35228,11771
35229,11785
35230,11755
35231,11774
35232,11754
35233,11772
35234,11764
35235,11764
35236,11759
35237,11774
35238,11756
35239,11776
35240,11761
35241,11769
35242,11765
35243,11783
35244,11764
35245,11785
35246,11766
35247,11775
35248,11760
35249,11758
35250,11762
35251,11766
35252,11777
35253,11780
35254,11784
35255,11766
35256,11772
35257,11774
35258,11756
35259,11781
35260,11758
35261,11749
35262,11774
35263,11765
35264,11774
35265,11778
35266,11779
35267,11769
35268,11763
35269,11780
35270,11776
35271,11768
35272,11783
35273,11781
35274,11782
35275,11775
35276,11768
35277,11772
35278,11779
35279,11765
35280,11782
35281,11781
35282,11788
35283,11776
35284,11775
35285,11782
35286,11787
35287,11756
35288,11786
35289,11773
35290,11772
35291,11782
35292,11788
35293,11768
35294,11778
35295,11782
35296,11797
35297,11782
35298,11774
35299,11777
35300,11763
35301,11765
35302,11762
35303,11780
35304,11782
35305,11781
35306,11781
35307,11793
35308,11771
35309,11775
35310,11776
35311,11779
35312,11789
35313,11772
35314,11784
35315,11787
35316,11782
35317,11785
35318,11780
35319,11769
35320,11784
35321,11794
35322,11780
35323,11780
35324,11788
35325,11777
35326,11793
35327,11806
35328,11777
35329,11781
35330,11781
35331,11782
35332,11780
35333,11792
35334,11794
35335,11785
35336,11781
35337,11799
35338,11786
35339,11774
35340,11794
35341,11792
35342,11768
35343,11798
35344,11792
35345,11787
35346,11800
35347,11779
35348,11786
35349,11784
35350,11786
35351,11795
35352,11778
35353,11803
35354,11805
35355,11798
35356,11803
35357,11811
35358,11790
35359,11800
35360,11799
35361,11794
35362,11794
35363,11796
35364,11793
35365,11801
35366,11788
35367,11799
35368,11803
35369,11797
35370,11793
35371,11794
35372,11800
35373,11795
35374,11795
35375,11797
35376,11781
35377,11809
35378,11799
35379,11808
35380,11789
35381,11788
35382,11807
35383,11817
35384,11803
35385,11797
35386,11796
35387,11809
35388,11801
35389,11805
35390,11789
35391,11808
35392,11796
35393,11810
35394,11812
35395,11798
35396,11812
35397,11808
35398,11800
35399,11808
35400,11806
35401,11817
35402,11805
35403,11804
35404,11802
35405,11798
35406,11807
35407,11808
35408,11800
35409,11809
35410,11812
35411,11808
35412,11818
35413,11829
35414,11801
35415,11806
35416,11807
35417,11800
35418,11825
35419,11791
35420,11794
35421,11821
35422,11823
35423,11819
35424,11811
35425,11800
35426,11814
35427,11814
35428,11797
35429,11795
35430,11794
35431,11813
35432,11808
35433,11798
35434,11824
35435,11810
35436,11811
35437,11814
35438,11798
35439,11804
35440,11821
35441,11814
35442,11822
35443,11818
35444,11797
35445,11825
35446,11828
35447,11813
35448,11816
35449,11818
35450,11805
35451,11825
35452,11820
35453,11817
35454,11811
35455,11815
35456,11812
35457,11825
35458,11806
35459,11825
35460,11821
35461,11805
35462,11822
35463,11810
35464,11818
35465,11812
35466,11824
35467,11807
35468,11805
35469,11809
35470,11815
35471,11820
35472,11819
35473,11809
35474,11817
35475,11800
35476,11801
35477,11809
35478,11817
35479,11816
35480,11822
35481,11807
35482,11805
35483,11791
35484,11817
35485,11812
35486,11808
35487,11809
35488,11803
35489,11794
35490,11791
35491,11803
35492,11802
35493,11791
35494,11819
35495,11810
35496,11799
35497,11803
35498,11795
35499,11804
35500,11800
35501,11794
35502,11780
35503,11797
35504,11797
35505,11794
35506,11799
35507,11797
35508,11813
35509,11805
35510,11798
35511,11801
35512,11800
35513,11799
35514,11795
35515,11793
35516,11798
35517,11793
35518,11812
35519,11811
35520,11797
35521,11794
35522,11791
35523,11792
35524,11801
35525,11789
35526,11808
35527,11800
35528,11808
35529,11803
35530,11776
35531,11797
35532,11799
35533,11795
35534,11792
35535,11798
35536,11797
35537,11809
35538,11788
35539,11792
35540,11798
35541,11789
35542,11786
35543,11801
35544,11798
35545,11783
35546,11791
35547,11783
35548,11780
35549,11799
35550,11781
35551,11797
35552,11812
35553,11799
35554,11793
35555,11812
35556,11804
35557,11804
35558,11804
35559,11801
35560,11797
35561,11785
35562,11786
35563,11788
35564,11801
35565,11798
35566,11805
35567,11810
35568,11794
35569,11798
35570,11805
35571,11802
35572,11800
35573,11796
35574,11812
35575,11823
35576,11800
35577,11787
35578,11806
35579,11795
35580,11801
35581,11799
35582,11798
35583,11799
35584,11820
35585,11793
35586,11811
35587,11811
35588,11804
35589,11800
35590,11799
35591,11799
35592,11804
35593,11794
35594,11785
35595,11807
35596,11799
35597,11814
35598,11803
35599,11806
35600,11804
35601,11813
35602,11808
35603,11799
35604,11809
35605,11789
35606,11798
35607,11801
35608,11797
35609,11801
35610,11792
35611,11786
35612,11789
35613,11794
35614,11799
35615,11804
35616,11805
35617,11795
35618,11805
35619,11809
35620,11804
35621,11795
35622,11811
35623,11799
35624,11796
35625,11815
35626,11799
35627,11821
35628,11794
35629,11801
35630,11800
35631,11812
35632,11811
35633,11803
35634,11807
35635,11803
35636,11807
35637,11804
35638,11796
35639,11804
35640,11805
35641,11791
35642,11784
35643,11792
35644,11813
35645,11808
35646,11790
35647,11813
35648,11805
35649,11815
35650,11813
35651,11806
35652,11796
35653,11822
35654,11805
35655,11806
35656,11814
35657,11800
35658,11803
35659,11813
35660,11814
35661,11789
35662,11823
35663,11802
35664,11796
35665,11798
35666,11798
35667,11786
35668,11800
35669,11816
35670,11806
35671,11813
35672,11792
35673,11811
35674,11807
35675,11811
35676,11811
35677,11794
35678,11804
35679,11808
35680,11807
35681,11800
35682,11815
35683,11816
35684,11807
35685,11800
35686,11808
35687,11815
35688,11809
35689,11799
35690,11792
35691,11805
35692,11810
35693,11810
35694,11826
35695,11810
35696,11820
35697,11802
35698,11806
35699,11807
35700,11819
35701,11811
35702,11811
35703,11826
35704,11806
35705,11812
35706,11812
35707,11812
35708,11802
35709,11815
35710,11805
35711,11802
35712,11807
35713,11813
35714,11818
35715,11810
35716,11813
35717,11818
35718,11819
35719,11819
35720,11818
35721,11814
35722,11820
35723,11814
35724,11822
35725,11810
35726,11815
35727,11819
35728,11811
35729,11825
35730,11833
35731,11801
35732,11821
35733,11814
35734,11802
35735,11824
35736,11819
35737,11813
35738,11808
35739,11816
35740,11812
35741,11817
35742,11823
35743,11819
35744,11814
35745,11828
35746,11820
35747,11809
35748,11822
35749,11815
35750,11822
35751,11840
35752,11813
35753,11820
35754,11817
35755,11834
35756,11820
35757,11818
35758,11831
35759,11821
35760,11820
35761,11832
35762,11835
35763,11820
35764,11825
35765,11822
35766,11817
35767,11821
35768,11814
35769,11836
35770,11819
35771,11816
35772,11838
35773,11834
35774,11805
35775,11818
35776,11834
35777,11821
35778,11830
35779,11827
35780,11813
35781,11823
35782,11833
35783,11820
35784,11816
35785,11822
35786,11833
35787,11848
35788,11823
35789,11825
35790,11819
35791,11826
35792,11849
35793,11838
35794,11837
35795,11841
35796,11813
35797,11833
35798,11831
35799,11828
35800,11826
35801,11834
35802,11835
35803,11828
35804,11830
35805,11818
35806,11833
35807,11829
35808,11859
35809,11828
35810,11834
35811,11836
35812,11827
35813,11842
35814,11843
35815,11839
35816,11823
35817,11836
35818,11832
35819,11835
35820,11835
35821,11845
35822,11833
35823,11845
35824,11840
35825,11844
35826,11847
35827,11840
35828,11846
35829,11840
35830,11839
35831,11856
35832,11821
35833,11833
35834,11844
35835,11840
35836,11843
35837,11822
35838,11835
35839,11839
35840,11830
35841,11836
35842,11832
35843,11835
35844,11834
35845,11837
35846,11835
35847,11830
35848,11852
35849,11851
35850,11849
35851,11839
35852,11842
35853,11845
35854,11838
35855,11849
35856,11853
35857,11839
35858,11857
35859,11841
35860,11856
35861,11829
35862,11850
35863,11833
35864,11841
35865,11840
35866,11839
35867,11847
35868,11846
35869,11840
35870,11844
35871,11845
35872,11856
35873,11853
35874,11836
35875,11862
35876,11852
35877,11854
35878,11847
35879,11856
35880,11841
35881,11849
35882,11846
35883,11860
35884,11856
35885,11847
35886,11858
35887,11850
35888,11859
35889,11860
35890,11861
35891,11853
35892,11852
35893,11846
35894,11860
35895,11859
35896,11877
35897,11866
35898,11857
35899,11854
35900,11850
35901,11852
35902,11863
35903,11876
35904,11863
35905,11859
35906,11856
35907,11860
35908,11849
35909,11865
35910,11867
35911,11850
35912,11856
35913,11857
35914,11866
35915,11856
35916,11865
35917,11878
35918,11867
35919,11851
35920,11862
35921,11857
35922,11859
35923,11843
35924,11863
35925,11863
35926,11865
35927,11867
35928,11862
35929,11856
35930,11864
35931,11871
35932,11862
35933,11859
35934,11857
35935,11854
35936,11856
35937,11838
35938,11846
35939,11866
35940,11866
35941,11850
35942,11846
35943,11847
35944,11851
35945,11850
35946,11848
35947,11846
35948,11872
35949,11849
35950,11855
35951,11854
35952,11842
35953,11843
35954,11848
35955,11836
35956,11859
35957,11861
35958,11844
35959,11851
35960,11838
35961,11845
35962,11856
35963,11839
35964,11843
35965,11849
35966,11841
35967,11845
35968,11841
35969,11853
35970,11836
35971,11845
35972,11854
35973,11849
35974,11860
35975,11826
35976,11841
35977,11832
35978,11849
35979,11842
35980,11851
35981,11842
35982,11847
35983,11845
35984,11833
35985,11841
35986,11847
35987,11848
35988,11841
35989,11838
35990,11844
35991,11851
35992,11836
35993,11835
35994,11849
35995,11869
35996,11857
35997,11860
35998,11841
35999,11843
36000,11846
36001,11826
36002,11843
36003,11838
36004,11847
36005,11852
36006,11839
36007,11838
36008,11840
36009,11836
36010,11841
36011,11859
36012,11840
36013,11845
36014,11836
36015,11831
36016,11860
36017,11842
36018,11841
36019,11837
36020,11848
36021,11854
36022,11852
36023,11846
36024,11851
36025,11847
36026,11852
36027,11841
36028,11856
36029,11860
36030,11846
36031,11858
36032,11849
36033,11847
36034,11840
36035,11831
36036,11847
36037,11837
36038,11833
36039,11859
36040,11834
36041,11844
36042,11841
36043,11850
36044,11836
36045,11850
36046,11844
36047,11843
36048,11843
36049,11853
36050,11854
36051,11844
36052,11847
36053,11862
36054,11852
36055,11849
36056,11860
36057,11848
36058,11841
36059,11841
36060,11828
36061,11834
36062,11832
36063,11843
36064,11842
36065,11831
36066,11837
36067,11846
36068,11851
36069,11844
36070,11847
36071,11838
36072,11860
36073,11858
36074,11837
36075,11856
36076,11851
36077,11845
36078,11849
36079,11843
36080,11842
36081,11831
36082,11843
36083,11817
36084,11844
36085,11852
36086,11830
36087,11845
36088,11834
36089,11851
36090,11843
36091,11846
36092,11837
36093,11840
36094,11839
36095,11834
36096,11842
36097,11852
36098,11840
36099,11840
36100,11860
36101,11844
36102,11839
36103,11844
36104,11837
36105,11832
36106,11844
36107,11845
36108,11853
36109,11847
36110,11838
36111,11843
36112,11846
36113,11851
36114,11847
36115,11855
36116,11855
36117,11846
36118,11840
36119,11843
36120,11853
36121,11846
36122,11840
36123,11855
36124,11834
36125,11858
36126,11850
36127,11842
36128,11840
36129,11846
36130,11839
36131,11836
36132,11869
36133,11844
36134,11841
36135,11843
36136,11853
36137,11847
36138,11846
36139,11854
36140,11857
36141,11854
36142,11843
36143,11845
36144,11846
36145,11852
36146,11848
36147,11853
36148,11847
36149,11851
36150,11866
36151,11842
36152,11859
36153,11840
36154,11856
36155,11852
36156,11841
36157,11852
36158,11847
36159,11851
36160,11858
36161,11857
36162,11842
36163,11838
36164,11854
36165,11850
36166,11846
36167,11850
36168,11869
36169,11855
36170,11842
36171,11839
36172,11847
36173,11847
36174,11849
36175,11863
36176,11842
36177,11853
36178,11871
36179,11860
36180,11854
36181,11856
36182,11855
36183,11859
36184,11847
36185,11844
36186,11841
36187,11860
36188,11852
36189,11842
36190,11842
36191,11863
36192,11872
36193,11853
36194,11864
36195,11872
36196,11842
36197,11850
36198,11859
36199,11837
36200,11855
36201,11863
36202,11849
36203,11845
36204,11855
36205,11869
36206,11852
36207,11864
36208,11863
36209,11865
36210,11862
36211,11857
36212,11851
36213,11846
36214,11857
36215,11853
36216,11851
36217,11857
36218,11849
36219,11850
36220,11846
36221,11862
36222,11860
36223,11845
36224,11853
36225,11858
36226,11866
36227,11862
36228,11869
36229,11855
36230,11860
36231,11857
36232,11868
36233,11856
36234,11859
36235,11863
36236,11867
36237,11867
36238,11869
36239,11854
36240,11858
36241,11860
36242,11862
36243,11859
36244,11853
36245,11856
36246,11867
36247,11847
36248,11858
36249,11869
36250,11861
36251,11867
36252,11859
36253,11864
36254,11862
36255,11874
36256,11855
36257,11872
36258,11860
36259,11853
36260,11874
36261,11857
36262,11853
36263,11865
36264,11860
36265,11863
36266,11849
36267,11865
36268,11874
36269,11868
36270,11863
36271,11882
36272,11862
36273,11865
36274,11864
36275,11861
36276,11878
36277,11876
36278,11856
36279,11861
36280,11865
36281,11872
36282,11870
36283,11869
36284,11866
36285,11873
36286,11873
36287,11860
36288,11863
36289,11873
36290,11860
36291,11868
36292,11872
36293,11857
36294,11862
36295,11863
36296,11866
36297,11858
36298,11861
36299,11875
36300,11881
36301,11874
36302,11871
36303,11861
36304,11871
36305,11855
36306,11879
36307,11854
36308,11872
36309,11855
36310,11875
36311,11874
36312,11876
36313,11862
36314,11883
36315,11870
36316,11868
36317,11863
36318,11875
36319,11882
36320,11873
36321,11877
36322,11862
36323,11871
36324,11894
36325,11879
36326,11862
36327,11887
36328,11865
36329,11874
36330,11878
36331,11865
36332,11856
36333,11881
36334,11846
36335,11874
36336,11879
36337,11874
36338,11871
36339,11871
36340,11859
36341,11892
36342,11881
36343,11873
36344,11872
36345,11872
36346,11881
36347,11883
36348,11885
36349,11885
36350,11868
36351,11892
36352,11884
36353,11881
36354,11880
36355,11880
36356,11877
36357,11858
36358,11879
36359,11875
36360,11886
36361,11876
36362,11878
36363,11871
36364,11874
36365,11899
36366,11865
36367,11868
36368,11882
36369,11874
36370,11889
36371,11874
36372,11873
36373,11878
36374,11881
36375,11876
36376,11874
36377,11891
36378,11880
36379,11875
36380,11885
36381,11896
36382,11883
36383,11884
36384,11893
36385,11873
36386,11870
36387,11878
36388,11885
36389,11880
36390,11880
36391,11872
36392,11892
36393,11882
36394,11879
36395,11885
36396,11887
36397,11876
36398,11879
36399,11874
36400,11864
36401,11875
36402,11877
36403,11872
36404,11887
36405,11870
36406,11884
36407,11867
36408,11865
36409,11867
36410,11883
36411,11870
36412,11881
36413,11855
36414,11882
36415,11863
36416,11873
36417,11869
36418,11870
36419,11874
36420,11861
36421,11875
36422,11871
36423,11874
36424,11850
36425,11862
36426,11856
36427,11871
36428,11878
36429,11867
36430,11870
36431,11864
36432,11862
36433,11872
36434,11873
36435,11862
36436,11870
36437,11849
36438,11876
36439,11875
36440,11853
36441,11857
36442,11854
36443,11869
36444,11855
36445,11866
36446,11867
36447,11862
36448,11872
36449,11871
36450,11864
36451,11855
36452,11869
36453,11852
36454,11866
36455,11871
36456,11851
36457,11863
36458,11865
36459,11854
36460,11865
36461,11877
36462,11878
36463,11856
36464,11863
36465,11873
36466,11848
36467,11858
36468,11860
36469,11862
36470,11861
36471,11857
36472,11842
36473,11858
36474,11863
36475,11858
36476,11873
36477,11855
36478,11872
36479,11881
36480,11855
36481,11852
36482,11866
36483,11869
36484,11851
36485,11857
36486,11872
36487,11854
